metric_name,formatted_metric_name,experimental_phase,formatted_phase,tenant_id,count,mean,std,min,q1,median,q3,max,iqr
network_throughput,Network Throughput,1-Baseline,1 - Baseline,tenant-dsk,2793,12495.796668324856,9235.814918866914,5474.537426587558,9896.819284731824,10944.835941451964,12093.15915257074,75962.0327838829,2196.3398678389167
network_throughput,Network Throughput,1-Baseline,1 - Baseline,tenant-mem,2793,11530.184597315143,1882.998637438301,5599.24735139354,10372.851557866685,11726.391331087338,12598.789237415154,20374.637643119822,2225.9376795484695
network_throughput,Network Throughput,1-Baseline,1 - Baseline,tenant-ntk,2793,546170.899023823,93272.0308207479,144397.64964813483,501906.6490988877,546265.478403931,575923.4756153285,1591206.9997672436,74016.82651644084
network_throughput,Network Throughput,2-CPU-Noise,2 - CPU Noise,tenant-cpu,2825,10854.80532895014,1578.3959274048636,4373.188280434789,9928.577834435113,11093.894400808484,11958.95036689422,15673.720394485568,2030.3725324591069
network_throughput,Network Throughput,2-CPU-Noise,2 - CPU Noise,tenant-dsk,2825,10518.326625858186,1480.0517772074018,4840.3416250578175,9535.564579582917,10635.195694102034,11554.39113237263,14798.350402032373,2018.8265527897129
network_throughput,Network Throughput,2-CPU-Noise,2 - CPU Noise,tenant-mem,2825,11001.301707663953,1597.4790150649337,5768.131496586977,10019.757148610835,11171.36723954686,12125.716099877727,15057.856265388667,2105.9589512668917
network_throughput,Network Throughput,2-CPU-Noise,2 - CPU Noise,tenant-nsy,2825,10798.529737467054,1744.993511335647,211.19166666666663,9771.49774639412,11104.967529712589,11960.949054377044,15138.88141413598,2189.451307982925
network_throughput,Network Throughput,2-CPU-Noise,2 - CPU Noise,tenant-ntk,2825,575142.8791225131,145080.68222122054,362773.5104627858,521863.8940933027,566998.5355113264,597396.0143553852,3008410.109636396,75532.12026208249
network_throughput,Network Throughput,3-Memory-Noise,3 - Memory Noise,tenant-cpu,2830,10959.0166140619,1596.614736998275,4289.433450241122,9999.647786414847,11202.09131496884,12127.217890439397,14517.535598048213,2127.5701040245494
network_throughput,Network Throughput,3-Memory-Noise,3 - Memory Noise,tenant-dsk,2830,10657.075386133623,1463.522258363269,4942.295994412929,9702.895497100857,10801.640071594786,11698.490725109552,14847.682795745202,1995.595228008695
network_throughput,Network Throughput,3-Memory-Noise,3 - Memory Noise,tenant-mem,2830,11160.551139806337,1599.4285389377271,4369.826620036269,10204.23362937222,11378.952027866439,12327.122807419239,14505.719714896786,2122.8891780470185
network_throughput,Network Throughput,3-Memory-Noise,3 - Memory Noise,tenant-nsy,2830,11129.769603910448,1683.7294755379532,2209.601827659574,10161.656985818554,11376.115986336123,12310.973992706666,14610.604188055122,2149.317006888112
network_throughput,Network Throughput,3-Memory-Noise,3 - Memory Noise,tenant-ntk,2830,563475.967417651,66006.91560482737,357339.48687518964,523017.5818697419,565006.9760401365,596030.2115776166,777760.1652170912,73012.62970787473
network_throughput,Network Throughput,4-Network-Noise,4 - Network Noise,tenant-cpu,2817,10460.855624508857,1584.324426023577,3461.817630345413,9510.81623079281,10693.901079477922,11596.898376465992,14678.758738998597,2086.082145673181
network_throughput,Network Throughput,4-Network-Noise,4 - Network Noise,tenant-dsk,2817,10207.571177959202,1496.8119417712237,3679.630455837445,9216.658208546509,10320.842749931157,11283.135362677034,13805.895877875511,2066.4771541305254
network_throughput,Network Throughput,4-Network-Noise,4 - Network Noise,tenant-mem,2817,10591.315436420728,1668.4744179194693,2256.4720203953893,9528.30545792131,10912.303675622874,11769.581149620357,14759.585187082715,2241.2756916990475
network_throughput,Network Throughput,4-Network-Noise,4 - Network Noise,tenant-nsy,2817,3649023115.5981355,793314003.608329,3599.759499782076,3552926031.7771025,3811455032.6025553,4085295386.944608,4472350983.3648815,532369355.16750574
network_throughput,Network Throughput,4-Network-Noise,4 - Network Noise,tenant-ntk,2817,550574.3280872187,65051.66459340404,320255.5234097539,511893.56692214,551120.0859258252,581520.4036324335,746343.3558258471,69626.83671029349
network_throughput,Network Throughput,5-Disk-Noise,5 - Disk Noise,tenant-cpu,2781,10480.760913360691,1600.6664913462166,3410.1882310059937,9516.40698009295,10754.344800991686,11642.544356121096,14368.19020762934,2126.137376028146
network_throughput,Network Throughput,5-Disk-Noise,5 - Disk Noise,tenant-dsk,2781,10459.772891878285,1451.3347689366162,3861.560737511709,9509.89426725893,10553.055313121398,11531.52260906438,13964.428262905045,2021.62834180545
network_throughput,Network Throughput,5-Disk-Noise,5 - Disk Noise,tenant-mem,2781,10643.501261721209,1655.346285456291,640.3802175960714,9608.759976424924,10950.45070761107,11807.46067562643,14695.04390047709,2198.700699201505
network_throughput,Network Throughput,5-Disk-Noise,5 - Disk Noise,tenant-nsy,2781,11672.62080304087,7621.256316038452,4178.164898949672,9473.76919767163,10646.185237075872,11659.327958751084,70963.76440585812,2185.5587610794537
network_throughput,Network Throughput,5-Disk-Noise,5 - Disk Noise,tenant-ntk,2781,594507.0300979437,285663.2296142949,262567.19687021786,518448.6127036712,565777.0241958913,592089.811459409,3362446.7772401115,73641.19875573774
network_throughput,Network Throughput,6-Combined-Noise,6 - Combined Noise,tenant-cpu,2305,9938.236137624634,1688.6321820259504,3400.5181532587176,8737.643400295892,10080.127174370838,11231.519990495826,13724.809028013657,2493.876590199934
network_throughput,Network Throughput,6-Combined-Noise,6 - Combined Noise,tenant-dsk,2305,10058.952974666661,1479.4628553485436,4900.663714715792,9032.738301962228,10148.93688173952,11072.171560264254,15673.398992117833,2039.433258302026
network_throughput,Network Throughput,6-Combined-Noise,6 - Combined Noise,tenant-mem,2305,10073.524117919203,1733.2855395775557,4645.777397422968,8840.522764505426,10131.214861973856,11375.311205244763,14193.10964265127,2534.7884407393376
network_throughput,Network Throughput,6-Combined-Noise,6 - Combined Noise,tenant-nsy,2305,3572504096.4419856,1001386478.0390676,7579.420076652104,3540969535.9895754,3835027355.4206095,4089667337.470644,4524649552.900417,548697801.4810686
network_throughput,Network Throughput,6-Combined-Noise,6 - Combined Noise,tenant-ntk,2305,527936.9667839573,94804.08119187476,223579.5047160679,485243.5194549658,542997.45678734,588445.784657677,778816.130030062,103202.26520271128
